u12,"[2.407537,-0.952487,0.032025,1.741355,2.702052,-0.563688,-1.070428,-0.401470,-1.803306,1.569063,-0.189047,-0.734948,0.487614,-1.553239,0.446457,0.282724,-0.006900,0.849863,-0.307156,0.548190,0.526973,-0.858258,0.404057,-0.396227,0.107124,1.210317,0.047276,0.140667,1.336298,-0.186340,0.347775,-0.757858,-0.303656,-0.540806,0.724442,-0.349813,-0.166676,0.158142,1.283014,0.310391,0.158815,-0.143855,-0.400900,1.648933,0.335308,0.744323,0.089932,0.108263,0.186669,-0.128101,0.822208,-0.046474,1.225050,0.040671,-0.305138,-0.289049,-0.904531,0.295854,0.135304,0.196908,1.513010,0.215359,-0.583905,-0.045324]"
u13,"[3.798773,0.283190,-0.547622,-1.009361,-0.599881,-1.857410,1.381268,1.174444,-0.005297,1.018326,-0.753067,-0.086982,1.644380,-0.564516,0.015844,-0.843426,-0.163393,-0.089937,0.795944,0.394814,0.257021,0.640365,0.304409,-2.059903,0.913411,-0.618701,1.021931,0.036021,-0.267487,-0.191629,0.980262,0.156182,-0.916841,0.172982,1.285981,-0.669592,1.589994,0.193657,-0.515653,-0.826766,0.757361,-0.144092,-0.007314,0.871583,-1.236256,-0.137737,0.468110,1.543428,-0.067732,-0.099590,0.367537,-1.048630,-0.172410,-0.103884,0.653077,-0.849226,-0.814460,0.447653,-0.701552,1.218706,0.523731,-0.575501,0.071188,0.284026]"
u14,"[5.493683,-4.556777,-9.286600,0.183153,3.543012,5.547091,0.998222,-0.990676,-0.291814,-0.038444,-0.432831,-0.012030,0.148950,-0.404214,-0.988499,0.332493,-0.625743,-0.776130,0.962062,-0.151590,0.560540,-0.308424,0.282106,0.601803,-1.004678,-0.455289,0.926537,0.954844,1.264935,1.053695,0.553469,-0.533300,0.620054,0.810398,-0.564325,-0.610808,0.531757,-0.639211,0.305142,0.694104,-0.027575,-0.650649,-0.320580,0.103654,-0.463192,1.779190,-0.287434,0.302911,0.012826,-1.001063,-0.792085,0.393701,0.385911,-0.297906,1.119060,-0.332659,0.541558,0.583872,0.424145,0.524145,-0.630736,-0.389471,-0.060159,-0.032982]"
u15,"[17.997669,8.151175,-6.190565,-8.008104,-2.537613,-1.434957,-3.313474,6.704617,1.216585,1.444736,4.107418,0.435198,0.947763,-3.737710,0.850768,1.212498,-2.485656,0.635003,1.793233,1.188744,0.631915,3.604539,-0.332507,0.669997,1.392784,-0.862466,-0.181744,-2.778641,1.304376,2.054288,1.926363,0.123919,-1.143076,2.803133,-0.723687,1.531548,-0.740315,-2.991609,-3.494596,1.158590,3.482062,-1.931742,0.509681,-1.809480,1.487347,1.362563,1.920414,-2.663949,0.608376,0.841303,2.042665,1.494952,0.733330,2.076485,-2.051859,-1.058560,1.858617,1.863557,-1.681319,-0.639985,1.172616,-1.374319,-1.393337,1.741501]"
u16,"[14.536651,-0.742058,1.065524,-14.254483,-1.078385,2.772753,-0.922552,-1.161351,-0.287396,-2.329631,5.096245,-1.148778,-2.597568,0.862040,-2.242829,-5.002759,-0.167781,-0.228209,0.068376,-0.789574,-2.080937,2.963677,1.698124,-2.201765,-4.918382,3.319094,1.612488,1.883483,2.346687,-0.905351,0.849642,-0.958688,-1.302005,-0.157937,-0.403513,-3.192257,-0.967484,1.927576,0.820379,0.646383,-1.731894,2.198910,-0.540182,1.133784,0.981666,-1.837230,-1.319703,2.374536,0.926110,-0.132773,-0.062524,1.585261,0.764300,-0.361480,-4.115094,-1.730178,-2.021908,0.558481,-1.231414,0.220848,-2.227493,-1.053416,-1.055067,2.031595]"
u17,"[20.578560,-1.039874,-5.385596,-15.776805,-3.862413,2.113326,-1.047845,1.797308,-0.071834,-4.580155,4.675459,0.124697,-3.845019,-2.950144,-0.980720,0.845801,-2.003606,-0.401053,0.006477,-1.311796,-3.112339,5.810472,2.727489,-2.446440,-1.712567,-0.732139,-0.102624,3.216920,0.427008,-1.667628,0.869232,-3.314954,-0.072124,2.955237,-0.858584,-5.471542,-0.214010,1.603153,0.480682,2.251918,-2.096397,3.723431,-0.760141,0.448956,1.533248,-0.650667,0.867318,-1.435194,-0.868056,0.990450,0.250993,1.376683,-0.528896,-1.398613,-0.061171,1.558604,-2.553252,-0.140532,-2.081961,-1.987017,-1.315348,2.884309,-2.026418,0.389539]"
u18,"[49.782768,18.550297,-5.841248,-12.441797,-4.967484,8.940841,-3.536353,4.013690,4.022580,-0.691724,-0.467619,4.103296,-5.545640,3.498730,4.275620,-3.590344,2.013764,-5.808367,-4.833861,-3.348672,-1.771543,-4.479095,2.393586,4.306267,-0.061724,-1.909827,-1.477147,-1.001279,-2.917185,-2.928821,-6.753883,4.230929,10.582409,-6.695116,-16.934351,6.363861,-6.877469,2.224584,3.171418,-18.859182,-10.092964,1.174558,2.773200,21.121456,9.463739,7.898520,16.002005,0.461620,-8.445145,3.515553,-7.223470,-4.998375,-12.369036,-2.547354,-15.653579,8.688790,8.173884,6.815904,5.045303,3.677715,-10.326354,-6.031647,-1.492655,-1.025815]"
u19,"[34.429882,-22.033895,-0.700440,13.729589,-13.350940,-9.891958,-5.515192,-3.798559,-2.520766,4.807076,8.810011,5.954627,-1.540250,-3.221611,8.734620,1.936562,-8.540066,4.590214,1.971877,8.416329,-1.809319,2.441082,-3.333954,-6.094507,-2.901881,6.978912,2.361912,-11.719520,-0.571321,-1.676581,3.169555,6.435240,3.187180,-6.904455,5.518293,0.247385,-1.033631,0.397056,-0.262300,-7.049552,2.637359,2.677322,-5.223169,-0.988758,2.361657,-4.182257,0.795614,5.262896,3.184434,-1.021084,4.982290,-4.063749,0.270162,1.616484,-2.267279,-4.682139,-1.346029,0.288788,-6.685439,3.846755,1.617076,-1.350444,0.288917,2.724808]"
u20,"[18.279755,1.309157,1.766820,12.044805,10.241594,-14.494898,-1.636833,-4.172019,2.121107,1.983801,6.035809,-6.647484,-0.242770,4.043798,-4.124589,-7.213130,0.993891,6.470469,12.875444,-4.756580,-4.295816,3.094351,-2.598721,-2.711701,9.447806,-9.817904,1.112609,-5.734481,-0.952110,-2.383634,0.715403,6.651358,-6.646495,-2.344187,5.434884,-1.992681,1.534942,-2.518351,-2.903735,-0.521833,-1.005159,6.556190,-3.356535,2.243109,-0.490637,0.808276,4.240593,0.662892,3.266642,0.069028,4.282399,-0.418589,-0.561716,5.276392,-5.147010,-4.287414,4.792346,1.030708,1.538264,0.198391,-0.275998,2.437615,0.636776,5.957226]"
u21,"[31.815184,21.174723,-7.256341,7.801117,-7.710835,-4.914045,-18.619526,3.929206,3.328464,11.400291,-6.482244,4.476626,2.940079,0.866023,-0.770919,-5.939685,0.189998,-1.857651,-6.836177,-1.036583,8.696900,4.363518,3.641910,0.220029,-1.047629,-3.073251,-6.898568,-1.117408,-1.552188,3.844505,-2.463806,-5.325068,7.156278,-0.962365,-3.619942,4.431432,8.576233,-0.705033,8.597090,-1.127385,3.751274,-3.451375,6.816536,-3.677549,-1.029207,-0.678962,-4.233350,-3.499987,0.156317,-4.053849,-1.573097,1.653142,-2.110627,6.239183,-7.594938,-1.998196,-0.175973,-2.655442,-10.405961,1.705462,6.853021,-2.020371,4.061675,0.779184]"
u22,"[10.250334,4.785584,0.391285,-5.033468,4.123927,-0.629520,3.484185,0.435162,-0.080833,-2.800753,2.086251,1.373573,0.026451,-0.336093,-3.486204,-2.056299,1.579025,-2.232152,1.457523,0.223656,1.585470,0.164856,-0.697932,1.181384,-0.371593,1.149651,-0.562712,-0.685562,-0.090455,-0.713440,0.907174,3.249825,1.167342,-2.000573,-0.384592,0.931530,-1.729910,1.609849,0.674760,0.423281,2.050951,-0.675407,0.510176,-3.482381,1.878461,-1.372141,-0.267933,-1.131231,0.526420,1.897863,-0.865999,0.190774,2.189776,-0.554932,-0.515478,0.091265,-0.161965,-0.402615,0.063941,-0.764421,1.047518,1.423396,1.859376,3.049452]"
u23,"[11.110725,-4.298142,5.492454,-9.901601,-2.180193,5.152142,3.834013,-3.809515,3.195436,0.936974,1.578282,-0.427643,-2.527781,3.852312,-0.887596,-3.995224,1.053165,1.731371,-3.134486,-2.037303,0.518141,1.062053,1.972514,0.333181,1.301033,2.511760,0.447445,3.217146,1.039178,-1.412975,-4.196430,0.501531,-0.813380,-5.240089,-0.125378,-0.576903,-1.205695,0.246972,2.152957,3.030275,-2.988733,-0.560426,0.129218,1.958023,3.083885,-2.027498,-0.879812,-0.139196,0.803091,1.372776,-0.156652,0.864102,-1.736811,-0.446811,-0.831734,1.647964,-0.640735,1.843703,-0.950755,1.163213,-1.601881,2.930819,0.078812,1.687261]"
u24,"[13.851027,4.453873,-4.571905,-3.805941,-1.094167,1.212033,-0.603482,3.270883,-1.648124,-0.436361,0.329967,1.403670,2.501647,-0.666278,1.840857,1.377369,1.213357,-1.131846,-0.698642,0.449739,1.273381,-0.616771,1.151957,-0.367983,-1.012317,2.358322,-1.955993,0.437858,0.752676,-0.741866,2.913917,-0.688308,0.379179,0.714693,0.873310,2.409355,-1.502924,-0.883356,-0.269437,-2.153105,1.599885,-2.463167,1.377654,-0.824473,-3.207318,-2.073128,-1.320597,1.814610,0.437357,-0.974513,-3.923764,-1.965086,3.094462,2.030286,-1.130043,0.143365,1.691202,0.219344,0.138433,1.324503,-0.746933,0.819172,2.109540,1.762844]"
u25,"[5.423033,4.431748,-2.583411,-4.970900,-0.814157,-0.393358,-2.992564,4.269948,0.415713,-0.209222,3.735308,0.419045,-0.007226,-1.975693,-0.432805,-0.611855,0.362246,-2.257548,1.609583,1.289322,-1.567468,3.011389,1.248444,-0.214931,-1.873441,-0.469286,-0.573647,-1.052953,0.472005,1.340443,0.557116,0.074822,-2.234477,2.972817,0.156130,-2.586146,1.110701,1.547175,-1.723511,-0.540055,-0.026201,0.423482,-2.317494,2.432967,-0.682108,-0.973748,-0.484249,1.572901,-1.003338,0.028892,1.043059,-0.728183,1.373866,-1.108219,-1.087730,-1.996374,-0.337597,-0.925213,0.290940,-0.802167,0.478249,-0.008773,-0.168376,-1.036839]"
u26,"[3.238142,-2.638723,-6.338832,0.220547,1.008750,3.860289,0.422390,-0.949792,0.499261,-0.483339,-0.592936,0.494091,-0.267868,0.569879,-0.535660,-0.175372,-0.863726,-0.814778,1.124391,-0.377493,2.276182,0.036045,-0.401802,-1.547812,-0.315937,-0.322569,0.275566,0.720407,-1.526498,0.288602,0.549672,-0.827640,-0.171506,0.323392,0.506696,-0.452348,0.733639,0.202806,-0.167751,0.478502,0.160160,-0.015015,0.975411,-1.301730,-0.432588,-0.305869,-0.113659,0.991467,-0.127158,-1.169704,-0.581773,0.604343,-0.419242,0.031919,0.863324,1.375486,0.769167,0.838610,0.085090,0.345945,-1.577247,0.636638,0.451136,-0.527201]"
u27,"[12.474311,-7.264970,-2.717932,3.521310,-2.233105,-5.845062,-8.699950,0.872722,2.461057,-1.417436,1.930506,-2.521010,-1.429237,3.285767,-0.696466,3.144434,0.777572,3.606860,1.079613,-2.458402,-0.810438,3.447568,-0.287925,1.719454,2.904055,-2.171938,-0.796431,-2.698502,1.801890,-4.415957,2.125320,2.976896,-1.633877,0.932474,1.581753,0.090396,-2.044130,-0.297244,2.272900,-1.926368,-3.307499,2.776723,3.386398,2.643930,-0.918953,0.392339,-2.107821,-3.642742,5.055944,-0.272876,0.008848,-0.450382,-0.550744,-1.149462,-1.330022,0.516089,-3.926019,1.242805,0.229729,-2.570045,-4.280596,-2.685425,-0.517801,4.399829]"
u28,"[38.424160,4.149399,1.602938,-7.569683,-4.635915,5.313017,14.343422,15.422106,7.428124,-5.779682,-7.178426,-1.291190,-4.555532,5.928901,-0.228229,5.821536,4.946317,-5.556367,-1.381838,1.282868,1.193781,-5.487407,1.569848,4.551754,4.237859,7.098019,-4.587286,6.677057,-0.793622,-4.189424,-0.416873,2.192527,1.199770,-7.564348,11.274314,-6.026992,0.241488,-6.842604,-1.596365,-3.349558,4.672538,2.202598,-2.379200,-0.213895,9.687967,9.017160,-4.376864,-3.981113,6.474535,14.595119,-2.795008,-5.030544,11.012388,-1.375630,2.565534,-1.846679,2.713745,1.693354,8.249470,-8.631787,9.047812,-1.928258,-1.937526,4.420230]"
u29,"[10.087283,-0.783527,-0.097467,-5.064864,-1.933802,4.676818,-2.649508,2.612087,0.211578,-4.584232,-0.885367,-2.303120,-3.304043,0.244891,-0.824659,0.456159,2.958762,1.672854,-1.656071,-3.321267,0.118013,0.857755,0.075416,-0.304514,0.305285,0.982877,0.485909,0.016670,-1.421585,-2.545808,0.482218,1.319185,-1.361377,1.270913,-1.242030,-0.937612,-1.734810,1.060559,0.549766,1.014391,1.537950,1.434585,1.927500,0.569343,1.125053,0.572924,-0.452595,0.316111,2.149969,-0.455346,-0.313649,2.437809,3.865168,1.220551,-2.273573,1.972096,2.789072,0.338785,1.262264,-1.085682,-2.285084,-0.478965,1.207443,-0.000309]"
u30,"[7.877765,5.180511,-4.068705,-4.864010,-2.988110,-0.405638,-5.392004,5.098680,1.726228,0.001196,4.993950,1.636264,2.067693,-1.932172,-0.954627,-0.137075,-0.653655,-2.184329,-1.772642,1.979365,-0.337599,4.269971,3.098724,1.019193,-2.177937,-2.030143,-1.140860,1.485369,0.221967,1.032870,1.268707,-1.658380,-2.851391,2.112583,0.982303,-2.782282,1.478099,-0.086648,-2.656276,0.774464,1.519579,0.657282,-0.497506,1.727578,-0.948343,-1.084457,1.994784,0.130092,-1.282908,1.970530,0.849283,-0.303534,-0.111924,-1.678365,0.807315,-1.552500,0.562077,-0.908646,-0.689392,-0.369944,0.923949,-0.489894,0.021910,0.429384]"
u31,"[6.969868,-4.442962,-4.375813,1.276243,-1.602814,-1.691899,-2.798103,0.193350,0.650833,-0.538361,0.742811,-1.133821,2.155786,1.475117,0.018038,1.290968,1.417254,1.645849,-5.253676,0.727827,-4.339842,1.134755,2.783446,2.938245,3.004061,0.114076,-1.378540,-1.078267,1.780682,0.850260,1.957053,-0.711871,-0.767962,1.692261,0.644614,1.985830,-0.502063,1.938467,0.469941,1.152037,2.023558,-0.507160,-0.124192,-0.356688,-0.482754,-1.470569,-0.079565,0.244038,-1.696984,1.099061,0.688519,-0.652763,-0.420465,-0.609075,-0.554947,1.229115,-1.353513,1.096089,-1.574125,0.586971,-2.206990,-1.465888,-1.155434,0.439521]"
u32,"[10.368781,-8.830247,-7.643042,-0.718754,1.206976,4.913183,-1.577152,-0.097551,-0.377189,-0.065732,1.476471,-1.518036,2.868940,-0.064241,0.037425,-1.747484,0.911933,1.950013,-6.420526,1.844180,-11.999234,1.021423,5.132623,7.171606,-0.342676,2.504195,-0.188966,0.423255,6.018831,1.274778,1.740678,-1.333096,2.265034,-0.476748,2.001806,1.645923,1.126649,-2.527962,-1.354414,-0.220083,1.886704,-0.427213,-2.786796,-0.512534,-1.638386,-0.411331,-1.588438,0.038231,0.673742,-1.590383,-2.026661,-1.729068,0.463944,0.048271,0.412101,-0.156734,0.282906,0.568550,-1.168583,3.459104,-0.268308,-0.290021,0.227676,-0.861325]"
u33,"[14.703446,-10.580730,-5.826200,-5.207778,4.645074,4.366157,-0.250409,3.093861,-3.951337,3.920194,-2.430475,-1.465755,5.430064,-2.334038,2.237312,-2.420805,-1.200037,-1.495245,2.708002,-1.331827,-5.017934,-0.994466,0.457190,-0.678198,-2.024332,2.857827,-0.253637,1.761092,2.471340,-0.011020,0.765271,-4.929167,-2.280998,-0.220054,1.519861,4.333097,-0.407053,-8.658870,-1.111031,-2.019616,-1.831517,0.642905,-1.865096,3.758722,1.119944,5.193089,2.146385,0.969683,-2.780363,-0.378021,-2.238364,0.334747,2.656995,3.311109,2.855327,3.008943,2.253062,-0.420544,5.058736,0.376329,3.719529,-2.635286,3.151543,2.077592]"
u34,"[9.711250,2.951641,-2.502912,-0.441963,0.986719,-4.424429,4.503793,1.377346,2.702258,2.692889,-1.776087,0.487949,2.694833,0.399355,-0.698002,-2.661919,0.280536,-0.059458,-0.141737,0.623252,2.024201,1.512918,-1.272300,-1.935045,0.363043,1.648695,2.252474,-0.133397,1.507622,-0.514574,-0.111408,-0.645100,0.701003,-1.217783,-2.242198,1.126436,0.749119,2.238364,-0.563753,2.269381,-0.383476,0.450419,1.457475,-1.144211,-1.392372,0.626611,1.878117,-0.230652,-2.060726,-1.811935,-2.374192,0.568064,-1.410596,1.991190,0.858262,-1.769677,-0.587620,0.440401,0.706272,2.708926,0.221513,-0.140972,-1.743145,3.748534]"
u35,"[2.637585,-3.329144,-4.772454,1.571341,2.614150,3.327044,-0.090867,-0.794985,0.092666,-0.349544,-0.238056,-0.289643,0.293956,0.117788,-0.543621,-0.130746,0.009240,-0.659703,-0.403028,0.376380,0.838287,-1.431460,0.138826,-0.004356,-0.219571,0.252742,-0.491082,0.466010,-1.166089,0.259388,-0.177760,-0.136981,-0.671713,-1.023988,0.837513,-0.502684,-0.126797,-1.017345,-1.058817,-0.300889,0.430633,0.226995,-1.051879,1.123759,0.208561,0.846985,-0.336591,0.100652,1.604730,-0.143625,-0.446935,0.455736,0.454808,-0.093258,1.636157,0.770286,0.104809,-0.791102,0.071971,0.158393,-0.553492,-0.590689,-1.032935,-0.560935]"
u36,"[3.287119,-2.163769,1.346464,-0.678957,-0.322094,0.114154,-0.811324,0.662762,-1.191375,-0.794407,-0.854890,-0.791214,-0.982745,0.012088,-0.533309,-0.411866,0.602847,0.151540,0.105403,-0.849424,-0.210596,-0.223449,-0.605242,0.354715,-2.332858,0.870700,0.011212,-1.466545,-0.543428,-0.750611,0.114150,0.699410,-0.199706,-0.480162,-0.435965,-0.578121,-0.045365,-0.106605,0.327560,-0.682125,-0.269858,0.101599,-0.032170,-0.672528,-0.812285,-0.121743,0.741768,1.346259,-0.320060,0.565999,-0.158634,0.154427,0.186188,-0.268032,-0.769117,-0.206980,0.708791,-0.337129,0.373498,1.169179,-0.010495,-0.060141,-0.388908,0.994294]"
u37,"[4.205692,-3.090407,-7.584002,0.126406,1.243699,3.589971,0.551482,-0.944901,0.240166,-1.209194,0.032486,0.528226,-0.372714,0.529039,-0.765714,0.066387,-0.810815,-0.740702,1.264664,-0.173006,1.678190,0.949389,-0.867029,-0.835260,-1.141172,-0.517936,0.189536,-0.292877,-1.296813,-0.005217,1.452557,-0.609390,0.477438,0.354529,-0.220551,-0.724819,0.393297,-0.454055,-0.858735,0.968570,0.649249,-0.089377,0.747643,-1.316717,-0.739648,0.443863,-0.770354,0.900460,0.192472,-0.346664,-2.234379,1.216787,-0.365542,-0.436890,0.650173,1.820812,0.610284,0.338680,0.387508,0.026884,-1.761147,-0.767794,0.432665,-0.586932]"
u38,"[8.353408,-8.067892,-14.036509,2.469123,5.758827,8.163201,-0.809774,-1.718070,-0.042520,0.141997,-0.393417,-0.176492,0.289714,0.123094,-0.891692,-0.643509,-0.100466,-0.900027,0.744108,-0.554810,1.528835,-1.611387,-0.318204,0.217525,-1.906235,1.377410,0.473068,0.734177,-0.102161,-0.222844,-0.390695,-1.020642,-0.654147,-0.798390,0.628686,-0.821543,-0.973293,-1.935018,-1.857846,-0.460457,-1.146348,0.682259,-2.048956,1.503863,-0.267005,1.498137,0.367870,-0.082933,0.181113,-1.243841,-0.952770,0.754568,1.370105,1.978201,0.504058,-1.277236,0.795813,-1.313269,0.508102,0.894543,0.322430,0.064347,0.486192,0.371721]"
u39,"[16.159376,-7.459107,-1.172679,-6.199965,-7.292617,-3.828233,-1.476483,-1.922845,-0.342112,-2.097059,3.606437,-2.434853,1.239638,0.615686,1.853703,0.079435,-2.907843,3.182399,-0.876962,-3.716574,-1.941215,1.911345,4.043283,-2.320084,1.461544,-2.449878,2.280006,4.200501,-2.495111,-0.757810,-0.263934,-1.582630,-2.887327,-0.880076,2.846751,-0.814825,0.400895,-3.282740,-1.900974,0.701624,0.675634,2.159832,0.093875,-1.725986,-1.515695,-1.138340,2.454368,-0.311114,1.664323,-0.519957,1.655756,-0.248655,-3.017355,0.375389,1.015191,2.661099,-0.339123,1.545195,-2.801833,0.342147,3.694492,1.256051,0.381595,1.649690]"
